name;country;iata;city
Henry County, TN;USA;PHT;Paris
Phu Vinh;Vietnam;PHU;
Hendrik van Eck;South Africa;PHW;Phalaborwa
Phoenix;USA;PHX;Phoenix
Phi Phi Island;Thailand;PHZ;
Peoria;USA;PIA;Peoria
Pine Belt Regio;USA;PIB;Laurel-Hattiesburg
Pine Cay;Turks & Caicos;PIC;
Nassau;Cook Islands;PID;
St.Petersburg;USA;PIE;St.Petersburg
Pingtung;Taiwan;PIF;
Pitinga, AM;Brazil;PIG;
Pocatello;USA;PIH;Pocatello
Phillips Field, AK;USA;PII;Fairbanks
Prestwick;United Kingdom of Great Britain and Northern Ireland;PIK;Glasgow
Pilar;Paraguay;PIL;
Callaway Gardens-Har;USA;PIM;Pine Mountain
Parintins, AM;Brazil;PIN;
Pisco;Peru;PIO;
Pilot Point, AK;USA;PIP;
Pipillipai;Guyana;PIQ;
Municipal, SD;USA;PIR;Pierre
Poitiers;France;PIS;Poitiers
Pittsburgh;USA;PIT;Pittsburgh
Capitan Concha;Peru;PIU;Piura
Pirapora, MG;Brazil;PIV;
Pikwitonei, MN;Canada;PIW;
Pico Island;Portugal;PIX;Pico Island
LRRS, AK;USA;PIZ;Point Lay
Payson, AZ;USA;PJB;
Pedro Juan Caballero;Paraguay;PJC;
Panjgur;Pakistan;PJG;
Puerto Jimenez;Costa Rica;PJM;
Port San Juan, AK;USA;PJS;
Puerto Juarez;Mexico;PJZ;
SPB, AK;USA;PKA;Napaskiak
Parkersburg;USA;PKB;Parkersburg
Kamchatsky/Yelizovo;Russia (CIS);PKC;Petropavlovsk
Park Rapids, MN;USA;PKD;
Parkes, NS;Australia;PKE;
Park Falls, WI;USA;PKF;
Pangkor;Malaysia;PKG;
Alexion;Greece;PKH;Porto Cheli
Playa Grande;Guatemala;PKJ;
Pakokku;Myanmar;PKK;
Pakatoa Island;New Zealand;PKL;
Port Kaituma;Guyana;PKM;
Iskandar;Indonesia;PKN;Pangkalan Bun
Parakou;Benin;PKO;
Puka Puka, TU;French Polynes;PKP;
Pokhara;Nepal;PKR;
Paksane;Laos;PKS;
Port Keats, NT;Australia;PKT;
Simpang Tiga;Indonesia;PKU;Pekanbaru
Pskov;Russia;PKV;Pskov
Selebi-Phikwe;Botswana;PKW;
Beijing Daxing;China;PKX;Beijing
Tjilik Riwut;Indonesia;PKY;Palangkaraya
Pakse;Laos;PKZ;
Planadas;Colombia;PLA;
Clinton County, NY;USA;PLB;Plattsburgh
Planeta Rica;Colombia;PLC;
Playa Samara;Costa Rica;PLD;
Paiela;Papua New Guin;PLE;
Pala;Chad;PLF;
La Plagne;France;PLG;
Plymouth;United Kingdom of Great Britain and Northern Ireland;PLH;Plymouth
Palm Island;Saint Vincent;PLI;
Placencia;Belize;PLJ;
M. Graham Cl;USA;PLK;Branson-Point Lookou
Ponta Pelada, AM;Brazil;PLL;Manaus
Palembang;Indonesia;PLM;Palembang
Pellston;USA;PLN;Pellston
Port Lincoln, SA;Australia;PLO;
La Palma;Panama;PLP;
Palanga;Lithuania;PLQ;Palanga
St Clair County, AL;USA;PLR;Pell City
Providenciales Int.;Turks & Caicos;PLS;Providenciales
Plato, MA;Colombia;PLT;
Pampulha, MG;Brazil;PLU;Belo Horizonte
Poltava;Ukraine;PLV;
Mutiari;Indonesia;PLW;Palu
Semipalatinsk;Kazakstan;PLX;
Plymouth, IN;USA;PLY;
Port Elizabeth;South Africa;PLZ;Port Elizabeth
Wawi;Tanzania;PMA;Pemba
Pembina, ND;USA;PMB;Pembina
Puerto Montt;Chili;PMC;Puerto Montt
Air Force Plant No.42, CA;USA;PMD;Palmdale
Portsmouth;United Kingdom of Great Britain and Northern Ireland;PME;Portsmouth
Parma;Italy;PMF;Parma
Int'l, MS;Brazil;PMG;Ponta Pora
Regional, OH;USA;PMH;Portsmouth
Palma;Spain;PMI;Palma Mallorca
Palm Island, QL;Australia;PMK;
Municipal, AK;USA;PML;Port Moller
Phanom Sarakham;Thailand;PMM;
Pumani;Papua New Guin;PMN;
Palermo;Italy;PMO;Palermo
Pimaga;Papua New Guin;PMP;
Perito Moreno, SC;Argentina;PMQ;
Palmerston North;New Zealand;PMR;
Palmyra;Syria;PMS;
Paramakotoi;Guyana;PMT;
SPB, AK;USA;PMU;Paimiut
Porlamar;Venezuela;PMV;Porlamar
Palmas, TO;Brazil;PMW;
Metropolitan, MA;USA;PMX;Palmer
Puerto Madryn, CB;Argentina;PMY;
Palmar Sur;Costa Rica;PMZ;
PAMPLONA;Spain;PNA;Pamplona
Porto Nacional, TO;Brazil;PNB;
Ponca City, OK;USA;PNC;
Punta Gorda;Belize;PND;
North Philadelphia, P;USA;PNE;Philadelphia
Peterson's Point, AK;USA;PNF;
Paranagua, PR;Brazil;PNG;
Phnom-Penh;Cambodia;PNH;Phnom-Penh
Pohnpei;Micronesia;PNI;
Supadio;Indonesia;PNK;Pontianak
Pantelleria;Italy;PNL;Pantelleria
Princeton, ME;USA;PNN;
Pinotepa Nacional;Mexico;PNO;
Girua;Papua New Guin;PNP;Popondetta
Pune International;India;PNQ;Pune
Pointe Noire;Congo (the);PNR;Pointe Noire
Pensacola;USA;PNS;Pensacola
Teniente J.Gallardo;Chile;PNT;Puerto Natales
Panguitch, UT;USA;PNU;
Panevezys;Lithuania;PNV;Panevezys
Grayson County, TX;USA;PNX;Sherman-Denison
Pendicherry;India;PNY;
Petrolina;Brazil;PNZ;Petrolina, PE
Porto Alegre;Brasil;POA;Porto Alegre
Fayetteville;USA;POB;Fayetteville
Brackett Field, CA;USA;POC;La Verne
Podor;Senegal;POD;
Polk AAF, LA;USA;POE;Fort Polk
Earl Fields Memorial,;USA;POF;Poplar Bluff
Port Gentil;Gabon;POG;Port Gentil
Municipal, IA;USA;POH;Pocahontas
Potosi;Bolivia;POI;
Patos de Minas, MG;Brazil;POJ;
Pemba;Mozambique;POL;
Port Moresby;Papua New Guinea;POM;Port Moresby
Poptun;Guatemala;PON;
Pocos de Caldas, MG;Brazil;POO;
Puerto Plata;Dominican Republic;POP;Puerto Plata
Polk Inlet, AK;USA;POQ;
Pori;Finland;POR;Pori
Port O Spain;Trinidad and Tobago;POS;Port Of Spain
Ken Jones;Jamaica;POT;Port Antonio
Poughkeepsie;USA;POU;Poughkeepsie
Presov;Slovakia;POV;Presov
portoroz;Slovenia;POW;portoroz
Pontoise;France;POX;Pontoise
Powell-Lovell, WY;USA;POY;
Poznan;Poland;POZ;Poznan
Perry Lefors Field, TX;USA;PPA;Pampa
Presidente Prudente, SP;Brazil;PPB;
Prospect Creek, AK;USA;PPC;
Palmas del Mar;Puerto Rico;PPD;Humacao
Puerto Penasco;Mexico;PPE;
Tri-City, KS;USA;PPF;Parsons
Pago Pago;American Samoa;PPG;Pago Pago
Peraitepuy;Venezuela;PPH;
Port Pirie, SA;Australia;PPI;
Pulau Panjang;Indonesia;PPJ;
Petropavlovsk;Kazakstan;PPK;
Phaplu;Nepal;PPL;
Pompano Beach, FL;USA;PPM;
Guillermo Leon Valencia, C;Colombia;PPN;Popayan
Powell Point;Bahamas;PPO;
Prosperpine, QL;Australia;PPP;
Paraparaumu;New Zealand;PPQ;
Pasir Pangarayan;Indonesia;PPR;
Puerto Princesa, PA;Philippines;PPS;
PAPEETE;French Polynesia;PPT;PAPEETE
Hpapun;Myanmar;PPU;
Port Protection, AK;USA;PPV;
Papa Westray (Orkneys);United Kingdom of Great Britain and Northern Ireland;PPW;
Param;Papua New Guin;PPX;
Pouso Alegre, MG;Brazil;PPY;
Puerto Paez;Venezuela;PPZ;
Duong Dang;Vietnam;PQC;Phu Quoc
Northern Maine Region;USA;PQI;Presque Isle
Palenque;Mexico;PQM;
Port Macquarie, NS;Australia;PQQ;
Pilot Station, AK;USA;PQS;
Gral.Urquiza, ER;Argentina;PRA;Parana
Municipal, CA;USA;PRB;Paso Robles
Ernest A. Love Field, AZ;USA;PRC;Prescott
Pardoo, WA;Australia;PRD;
Pore;Colombia;PRE;Pore
Port Johnson, AK;USA;PRF;
Prague;Czech Republic;PRG;Prague
Phrae;Thailand;PRH;
PRASLIN ISLA;Seychelles;PRI;Praslin Island
Capri;Italy;PRJ;
Prieska;South Africa;PRK;
Port Oceanic, AK;USA;PRL;
Portimao;Portugal;PRM;
Pristina;Kosovo;PRN;Pristina
Municipal, IA;USA;PRO;Perry
Propriano;France;PRP;
Presidencia Rogue Saenz Pena, CH;Argentina;PRQ;
Paruima;Guyana;PRR;
Parasi, South Malaita;Solomon Island;PRS;
Coast Guard Heliport;USA;PRT;Point Retreat
Prome;Myanmar;PRU;
Prerov;Czech Republic;PRV;Prerov
Prentice, WI;USA;PRW;
Cox Field, TX;USA;PRX;Paris
Wonderboom;South Africa;PRY;Pretoria
Prineville, OR;USA;PRZ;
Pisa;Italy;PSA;Pisa
Philipsbur;USA;PSB;Philipsburg (Clearfi
Pasco;USA;PSC;Pasco
Port Said;Egypt;PSD;Port Said
Mercedita;Puerto Rico;PSE;Ponce
Pittsfield, MA;USA;PSF;
Municipal, AK;USA;PSG;Petersburg
St.Peter;Germany;PSH;St.Peter
Pasni;Pakistan;PSI;
Kasigunou;Indonesia;PSJ;Poso
New River Valley, VA;USA;PSK;Dublin
Scone;United Kingdom of Great Britain and Northern Ireland;PSL;Perth
Portsmouth;USA;PSM;Portsmouth
Palestine, TX;USA;PSN;
Cano, NA;Colombia;PSO;Pasto
Palm Springs;USA;PSP;Palm Springs
SPB, PA;USA;PSQ;Philadelphia
Pescara;Italy;PSR;Pescara
General San Martin, MI;Argentina;PSS;Posadas
Preston;Cuba;PST;
Pangsuma;Indonesia;PSU;Putussibau
Papa Stour;United Kingdom of Great Britain and Northern Ireland;PSV;
Passos, MG;Brazil;PSW;
Palacios, TX;USA;PSX;
Port Stanley;Falkland Islan;PSY;
Puerto Suarez;Bolivia;PSZ;
Port Alsworth, AK;USA;PTA;
Municipal, VA;USA;PTB;Petersburg
Port Alice, AK;USA;PTC;
Port Alexander, AK;USA;PTD;
Port Stephens, NS;Australia;PTE;
Malolo Lailai;Fiji;PTF;
Pietersburg;South Africa;PTG;
Municipal, AK;USA;PTH;Port Heiden
Port Douglas, QL;Australia;PTI;
Portland, VI;Australia;PTJ;
Pontiac, mi;USA;PTK;Pontiac, mi
Port Armstrong, AK;USA;PTL;
Palmarito, AP;Venezuela;PTM;
Williams Memorial, LA;USA;PTN;Patterson
Municipal, PR;Brazil;PTO;Pato Branco
Pointe-a-Pitre;Guadeloupe;PTP;Pointe-a-Pitre
Porto de Moz, PA;Brazil;PTQ;
Pleasant Harbour, AK;USA;PTR;
Atkinson Municipal, KS;USA;PTS;Pittsburg
Pratt, KS;USA;PTT;
Platinum, AK;USA;PTU;
Porterville, CA;USA;PTV;
Pottstown, PA;USA;PTW;
Pitalito, HU;Colombia;PTX;
Panama City;Panama;PTY;Panama City
Pastaza;Ecuador;PTZ;
Puas;Papua New Guin;PUA;
Pueblo;USA;PUB;Pueblo
Municipal, UT;USA;PUC;Price
Puerto Deseado, SC;Argentina;PUD;
Puerto Obaldia;Panama;PUE;
Pau;France;PUF;Pau
Port Augusta, SA;Australia;PUG;
Pochutla;Mexico;PUH;
Pureni;Papua New Guin;PUI;
Punta Cana;Dominican Republic;PUJ;Punta Cana
Pukarua, TU;French Polynes;PUK;
SPB, WA;USA;PUL;Poulsbo
Pomala;Indonesia;PUM;
Punia;Congo (the Democratic Republic of the);PUN;
Prudhoe Bay, AK;USA;PUO;
Po;Burkina Faso;PUP;
Punta Arenas;Chili;PUQ;Punta Arenas
Puerto Rico;Bolivia;PUR;
Pusan;South Korea;PUS;Pusan
Puttaprathe;India;PUT;Puttaparthi
3 de Mayo, PU;Colombia;PUU;Puerto Asis
Malabu;New Caledonia;PUV;Poum
Pullman;USA;PUW;Pullman
El Mirador;Chile;PUX;Puerto Varas
Pula;Croatia;PUY;Pula
Puerto Cabezas;Nicaragua;PUZ;
Providencia, SA;Colombia;PVA;
Provincetown, MA;USA;PVC;
Providence;USA;PVD;Providence
El Porvenir;Panama;PVE;
Placerville, CA;USA;PVF;
Shanghai;China;PVG;Shanghai
Ter Guapore, RO;Brazil;PVH;Porto Velho
Paranavai, PR;Brazil;PVI;
Preveza;Greece;PVK;Preveza/Lefkas
Pleven;Bulgaria;PVN;Pleven
Portoviejo;Ecuador;PVO;
P. Vallarta;Mexico;PVR;Puerto Vallarta
Provideniya Bay;Russia (CIS);PVS;
Municipal, UT;USA;PVU;Provo
Hale County, TX;USA;PVW;Plainview
Provedenia;Russia (CIS);PVX;
Pope Vanoy, AK;USA;PVY;
Casement, OH;USA;PVZ;Painesville
Wiley Post, OK;USA;PWA;Oklahoma City
Sherwood, MT;USA;PWD;Plentywood
Pevek;Russia (CIS);PWE;
Beles;Ethiopia;PWI;Pawi
Chicago Executive Airport;USA;PWK;Chicago
Purwokerto;Indonesia;PWL;
Portland;USA;PWM;Portland
Pittstown, Crooked Island;Bahamas;PWN;
Pweto;Congo (the Democratic Republic of the);PWO;
Pavlodar;Kazakstan;PWQ;
Port Walter, AK;USA;PWR;
National, WA;USA;PWT;Bremerton
Polacca, AZ;USA;PXL;
Puerto Escondido;Mexico;PXM;
Porto Santo;Portugal;PXO;Porto Santo
Cu-Hanh;Vietnam;PXU;Pleiku
Puerto Boyaca;Colombia;PYA;
Jeypore;India;PYB;
Playon Chico;Panama;PYC;
Penrhyn;Cook Islands;PYE;
Casique Aramare, A;Venezuela;PYH;Puerto Ayacucho
Polyarny;Russia (CIS);PYJ;
SPB, AK;USA;PYL;Perry Island
Plymouth, MA;USA;PYM;
Payan;Colombia;PYN;
Putumayo;Ecuador;PYO;
ANDRAVIDA;Greece;PYR;PYRGOS
Yaviza;Panama;PYV;
Pattaya;Thailand;PYX;
Paz de Ariporo, CS;Colombia;PZA;
Pietermaritzburg;South Africa;PZB;
Eastern Green;United Kingdom of Great Britain and Northern Ireland;PZE;Penzance
Zhob;Pakistan;PZH;
Puka Puka Island;Cook Islands;PZK;
Zulu Inyala;South Africa;PZL;Phinda
Puerto Ordaz;Venezuela;PZO;Puerto Ordaz
Port Soedan;Sudan;PZU;Port Soedan
Piestani;Slovakia;PZY;Piestani
Amiens/Glisy;France;QAM;Amiens/Glisy
L'Aquila;Italy;QAQ;L'Aquila
Bella Coola, BC;Canada;QBC;
Besancon;France;QBQ;Besancon
Bamberg Airport;Germany;QCB;Bamberg
Coningsby Aerodrome;United Kingdom of Great Britain and Northern Ireland;QCY;Lincolnshire
Egelsbach;Germany;QEF;Egelsbach
Pratica;Italy;QEZ;Pratica di Mare
Freiburg;Germany;QFB;Freiburg
Boufarik Afb;Algeria;QFD;Boufarik
Duxford;United Kingdom of Great Britain and Northern Ireland;QFO;Duxford
Charleville Mezieres;France;QFU;Charleville Mezieres
Tarragona;Spain;QGN;Tarragona
Neu Isenburg;Germany;QGV;Frankfurt
Per;Hungary;QGY;Per
Hasselt;Belgium;QHA;Hasselt
Husum-Schwesing;Germany;QHU;Husum-Schwesing
Istres/Le Tube;France;QIE;Istres/Le Tube
KARLSRUHE;Germany;QKA;Karlsruhe
Lasham;United Kingdom of Great Britain and Northern Ireland;QLA;Lasham
Landshut;Germany;QLG;Landshut
Luni Airport;Italy;QLP;Sarzana
Lausanne;Switzerland;QLS;Lausanne
Lauterach;Austria;QLX;Lauterach
Marina di Massa;Italy;QMM;
Murzuq;Libya;QMQ;
Montvale, NJ;USA;QMV;
Mainz/Finthen;Germany;QMZ;Mainz/Finthen
Annemasse;France;QNJ;Annemasse
Namen;Belgium;QNM;Namen
MACON;France;QNX;Macon
Marine Air Terminal, NY;USA;QNY;New York
Padova;Italy;QPA;Padova
Paya Lebar;Singapore;QPG;
Piacenza;Italy;QPZ;Piacenza
Randgermiston;South Africa;QRA;Johannesburg
Queretaro;Mexico;QRO;
Sabadell;Spain;QSA;Sabadell
Salerno;Italy;QSR;Salerno
Tana;Norway;QTP;Tana
Treviso;Italy;QTV;Treviso
Ubari;Libya;QUB;
Chichester/Goodwood;United Kingdom of Great Britain and Northern Ireland;QUG;Chichester/Goodwood
Willgrove Air Park, NC;USA;QWG;Charlotte
Toulouse;France;QYF;Toulouse
TROYES;France;QYR;Troyes
Plzen/Line Airport;;QZN;Plzen
Rakanda;Papua New Guin;RAA;
Rabaul;Papua New Guin;RAB;
Horlick, WI;USA;RAC;Racine
Beef Island;Virgin Islands;RAD;Road Town, Tortola
Arar;Saudia Arabia;RAE;
Raglan;New Zealand;RAG;
Rafha;Saudia Arabia;RAH;
Praia;Cape Verde Islands;RAI;Praia
Rajkot;India;RAJ;
Marrakech;Morocco;RAK;Marrakech
Municipal, CA;USA;RAL;Riverside
Ramingining, NT;Australia;RAM;
La Spreta;Italy;RAN;Ravenna
Leite Lopes, SP;Brazil;RAO;Ribeirao Preto
Regional, SD;USA;RAP;Rapid City
Sugi Manuru;Indonesia;RAQ;Raha
Rarotonga;Cook Islands;RAR;
Rasht;Iran;RAS;
Raduzhnyi;Russia (CIS);RAT;
Rangpur;Bangladesh;RAU;
Cravo Norte, AR;Colombia;RAV;
Arawa;Papua New Guin;RAW;
Oram;Papua New Guin;RAX;
Heliport;United Kingdom of Great Britain and Northern Ireland;RAY;Rothesay
Rawalakot;Pakistan;RAZ;
Rabat;Morocco;RBA;Rabat
Borba, AM;Brazil;RBB;
Robinvale, VI;Australia;RBC;
Redbird, TX;USA;RBD;Dallas
Ratanakiri;Kampuchea;RBE;
City Airport, CA;USA;RBF;Big Bear
Municipal, OR;USA;RBG;Roseburg
Brooks Lodge, AK;USA;RBH;
Rabi;Fiji;RBI;
Rebun;Japan;RBJ;
French Valley, CA;USA;RBK;Rancho
Municipal, CA;USA;RBL;Red Bluff
Wallmuehle;Germany;RBM;Straubing
Fort Jefferson, FL;USA;RBN;
Robore;Bolivia;RBO;
Rabaraba;Papua New Guin;RBP;
Rurrenabaque;Bolivia;RBQ;
Presidente Medici, AC;Brazil;RBR;Rio Branco
Orbost, VI;Australia;RBS;
Marsabit;Kenya;RBT;
Roebourne, WA;Australia;RBU;
Ramata;Solomon Island;RBV;
Municipal, SC;USA;RBW;Walterboro
Municipal, AK;USA;RBY;Ruby
Rapid City;USA;RCA;Rapid City
Richard's Bay;South Africa;RCB;
Roche Harbor, WA;USA;RCE;
Almirante Padilla, LG;Colombia;RCH;Rio Hacha
Coffield, TX;USA;RCK;Rockdale
Redcliff;Vanuatu;RCL;
Richmond, QL;Australia;RCM;
American River, SA;Australia;RCN;
Saint-Agnant;France;RCO;Rochefort
Reconquista, SF;Argentina;RCQ;
Fulton County, IN;USA;RCR;Rochester
Rochester;United Kingdom of Great Britain and Northern Ireland;RCS;Rochester
Miller Field, MI;USA;RCT;Reed City
Rio Cuarto, CD;Argentina;RCU;
Rum Cay;Bahamas;RCY;
Rockhampton Downs, NT;Australia;RDA;
Red Dog, AK;USA;RDB;
Redencao, PA;Brazil;RDC;
Redding;USA;RDD;Redding
Merdei;Indonesia;RDE;
Reading;USA;RDG;Reading
Redmond;USA;RDM;Redmond
Grand Forks AFB, ND;USA;RDR;Red River
Rincon de los Sauces, NE;Argentina;RDS;
Richard Toll;Senegal;RDT;
Raleigh-Durham;USA;RDU;Raleigh-Durham
Red Devil, AK;USA;RDV;
Rodez;France;RDZ;Rodez
Reao, TU;French Polynes;REA;
Rechlin-Larz;Germany;REB;
Recife;Brasil;REC;Recife
Mifflin Count;USA;RED;Reedsville-Lewistown
Reese AFB, TX;USA;REE;Lubbock
Reggio Calabria;Italy;REG;Reggio Calabria
Rehoboth Beach, DE;USA;REH;
Regina;French Guyana;REI;
Reykjavik;Iceland;REK;Reykjavik
TRELEW;Argentina;REL;Trelew
Tsentralny;Russia (CIS);REN;Orenburg
State, OR;USA;REO;Rome
Siem-Reap;Kampuchea;REP;
Base Aerea del Sur;Guatemala;RER;Retalhuleu
Resistencia, CH;Argentina;RES;
Rost;Norway;RET;
Reus;Spain;REU;Reus
Rewa;India;REW;
General Lucio Blanco Int'l;Mexico;REX;Reynosa
Reyes;Bolivia;REY;
Resende, RJ;Brazil;REZ;
Rafai;Central Africa;RFA;
Greater Rockford, IL;USA;RFD;Rockford
Rooke Field, TX;USA;RFG;Refugio
Rollang Field, MS;USA;RFK;Anguilla
Raufarhofn;Iceland;RFN;
Uturoa, SO;French Polynes;RFP;Raiatea
Rio Frio o Progreso;Costa Rica;RFR;
Rosita;Nicaragua;RFS;
Rio Grande, TF;Argentina;RGA;
Porgera;Papua New Guin;RGE;
Balurghat;India;RGH;
Rangiroa, TU;French Polynes;RGI;
Rio Gallegos;Argentina;RGL;Rio Gallegos
Yangon;Myanmar;RGN;Yangon
Municipal, TX;USA;RGR;Ranger
Burgos;Spain;RGS;Burgos
Japura;Indonesia;RGT;Rengat
Reykholar;Iceland;RHA;
Las Termas, SE;Argentina;RHD;Rio Hondo
Reims/Champa;France;RHE;Reims
Ruhengeri;Rwanda;RHG;
Rhinelander;USA;RHI;Rhinelander
Roy Hill, WA;Australia;RHL;
Rhodos;Greece;RHO;Rhodes
Ramechap;Nepal;RHP;
Reid-Hillview, CA;USA;RHV;San Jos�
Santa Maria, RS;Brazil;RIA;
Riberalta;Bolivia;RIB;
Richmond;USA;RIC;Richmond
Richmond, IN;USA;RID;
Rice Lake, WI;USA;RIE;
Reynolds, UT;USA;RIF;Richfield
Rio Grande, RS;Brazil;RIG;
Rioja;Peru;RIJ;
Carrillo;Costa Rica;RIK;
Garfield County, CO;USA;RIL;Rifle
San Nicolas;Peru;RIM;Rodriguez de Mendoza
Ringi Cove;Solomon Island;RIN;
Rio de Janeiro;Brasil;RIO;Rio de Janeiro
Flabob, CA;USA;RIR;Riverside
Rishiri Island;Japan;RIS;
Rio Tigre;Peru;RIT;
march afb;USA;RIV;riverside
Municipal, WY;USA;RIW;Riverton
Riga;Latvia;RIX;Riga
RIYAN/MUKULL;Yemen;RIY;Riyan/Mukulla
Rio Alzucar;Panama;RIZ;
Rajahmundry;India;RJA;
Rajbiraj;Nepal;RJB;
Rajshahi;Bangladesh;RJH;
Rajouri;India;RJI;
Rijeka;Croatia;RJK;Rijeka
Legro�o;Spain;RJL;Legro�o
Kerman;Iran;RJN;Rafsanjan
Yreka, CA;USA;RKC;
Knox County, ME;USA;RKD;Rockland
Copenhagen;Denmark;RKE;Copenhagen
Rock Hill, SC;USA;RKH;
Rokot;Indonesia;RKI;
Rokot;Indonesia;RKO;Sipora
Aransas County, TX;USA;RKP;Rockport
Robert S.Kerr, OK;USA;RKR;Poteau
Sweetwater County, WY;USA;RKS;Rock Springs
Ras Al Khaymah;United Arab Emirates (the);RKT;Ras Al Khaymah
Kairuku;Papua New Guin;RKU;Yule Island
Reykjavik;Iceland;RKV;Reykjavik
Municipal, TN;USA;RKW;Rockwood
Rokeby, QL;Australia;RKY;
National, MO;USA;RLA;Rolla
Richland, WA;USA;RLD;
Rostock-Laage;Germany;RLG;Rostock-Laage
Reilly AHP, AL;USA;RLI;Anniston
Rosella Plains, QL;Australia;RLP;
Arlit;Niger;RLT;
Bornite Upper, AK;USA;RLU;Bornite
Roma, QL;Australia;RMA;
Buraimi;Oman;RMB;
Machesnay, IL;USA;RMC;Rockford
Ramagundam;India;RMD;
Rome;USA;RME;Rome
Marsa Alam;Egypt;RMF;Marsa Alam
Richard B.Russell, GA;USA;RMG;Rome
Rimini;Italy;RMI;Rimini
Renmark, SA;Australia;RMK;
Ratmalana;Sri Lanka;RML;Colombo
Rumginae;Papua New Guin;RMN;
Chisinau;Moldova;RMO;Chisinau
Municipal, AK;USA;RMP;Rampart
Ramstein;Germany;RMS;Ramstein
Murcia-Corvera;Spain;RMU;Murcia-Corvera
Ronneby;Sweden;RNB;Ronneby
Warren County, TN;USA;RNC;McMinnville
Randolph AFB, TX;USA;RND;San Antonio
Roanne;France;RNE;Roanne
Rangely, CO;USA;RNG;
Municipal, WI;USA;RNH;New Richmond
Corn Island;Nicaragua;RNI;
Yoronjima;Japan;RNJ;
Tingoa;Solomon Island;RNL;Rennell
Ronne;Denmark;RNN;Ronne
Reno;USA;RNO;Reno
Rongelap Island;Marshall Islan;RNP;
Robinson River;Papua New Guin;RNR;
Rennes;France;RNS;Rennes
Municipal, WA;USA;RNT;Renton
Ranau;Malaysia;RNU;
Jasper County, IN;USA;RNZ;Rensselaer
Roanoke;USA;ROA;Roanoke
Monrovia;Liberia;ROB;Monrovia
Rochester;USA;ROC;Rochester
Robertson;South Africa;ROD;
Rogers, AR;USA;ROG;
Robinhood, QL;Australia;ROH;
Roi Et;Thailand;ROI;Roi Et
ROCKHAMPTON;Australia;ROK;Rockhampton
Roosevelt, UT;USA;ROL;
Rondon;Colombia;RON;
Rondonopolis, MT;Brazil;ROO;
Int'l;Northern Maria;ROP;Rota, Rota Island
Airai;Palau;ROR;Koror
Rosario;Argentina;ROS;Rosario
Rotorua;New Zealand;ROT;
Rousse;Bulgaria;ROU;Rousse
Rostov-Platov;Russia;ROV;Rostov
Roswell;USA;ROW;Roswell, NM
Municipal, MN;USA;ROX;Roseau
Rio Mayo, CB;Argentina;ROY;
Rota;Spain;ROZ;Rota
Rolpa;Nepal;RPA;
Roper Bar, NT;Australia;RPB;
Ngukurr, NT;Australia;RPM;
Mahanaim-I.Ben-Yaakov;Israel;RPN;Rosh Pina
Raipur;India;RPR;
Roper Valley, NT;Australia;RPV;
Roundup, MT;USA;RPX;
Marree, SA;Australia;RRE;
Plaine Corail;Mauritius;RRG;Rodriguez Island
Barora, New Georgia Island;Solomon Island;RRI;
Rourkela;India;RRK;
Municipal, WI;USA;RRL;Merrill
Marromeu;Mozambique;RRM;
Serra Norte, PA;Brazil;RRN;
Sorrento;Italy;RRO;
ROROS;Norway;RRS;Roros
Int'l-Swede Carlson, MN;USA;RRT;Warroad
Robinson River, NT;Australia;RRV;
Santa Rosa, LP;Argentina;RSA;
Roseberth, QL;Australia;RSB;
Int'l;Bahamas;RSD;Rock Sound, Eleuther
Au-Rose Bay, NS;Australia;RSE;Sydney
Serra Pelada, PA;Brazil;RSG;
SPB, AK;USA;RSH;Russian Mission
Red Sea;Saudi Arabia;RSI;Hanak Tabuk
SPB, WA;USA;RSJ;Rosario
Abresso;Indonesia;RSK;Ransiki
Russell, KS;USA;RSL;
Ruston, LA;USA;RSN;
Raspberry Strait, AK;USA;RSP;
Roseires;Sudan;RSS;
Rochester;USA;RST;Rochester
Yeosu;Korea (South);RSU;
Fort Meyers;USA;RSW;Fort Meyers
Rouses Point, NY;USA;RSX;
Rotuma;Fiji;RTA;
Roatan;Honduras;RTB;
Ratnagiri;India;RTC;
Rotunda, FL;USA;RTD;
Marguerite Bay, AK;USA;RTE;
Sataracik;Indonesia;RTG;Ruteng
Lekunik;Indonesia;RTI;Roti
Tokua;Papua New Guin;RTK;
Spirit Lake, IA;USA;RTL;
Rotterdam;The Netherlands;RTM;Rotterdam
Crews Field, NM;USA;RTN;Raton
Rutland Plains, QL;Australia;RTP;
Rottnest Island, WA;Australia;RTS;
Tsentralny;Russia (CIS);RTW;Saratov
Merty, SA;Australia;RTY;
Arua;Uganda;RUA;
Yuruf, IJ;Indonesia;RUF;
Rugao;China;RUG;
Riyadh;Saudi Arabia;RUH;Riyadh
Sierra Blanca Regional, NM;USA;RUI;Ruidoso
Rukumkot;Nepal;RUK;
Rumjatar;Nepal;RUM;
St.Denis De La Reuni;Madagascar;RUN;St.Denis De La Reuni
Rupsi;India;RUP;
Rurutu, AU;French Polynes;RUR;
Paruru (Guadalcanal Is;Solomon Island;RUS;Marau Sound
State, VT;USA;RUT;Rutland
Ruti;Papua New Guin;RUU;
Rubelsanto;Guatemala;RUV;
Ruinas de Copan;Honduras;RUY;
Farafangana;Madagascar;RVA;
Rivercess;Liberia;RVC;
Rio Verde, GO;Brazil;RVD;
